#  mag    s2    col   pd
      -16.413760      0.99566113      0.59476754       119.57728
      -15.979849       1.2211314       1.3885777       110.17876
      -17.514180       1.9380950       1.1095805       85.776076
      -15.440585      0.10973744       1.3821750       93.262835
      -15.602246       1.0410748       1.0320239       104.89881
      -15.644952      0.52350165       1.0164278       108.63340
      -16.657272       1.2674022       1.0612124       72.250050
      -15.520617       1.2755746       1.1843688       94.305502
      -15.995684      0.95528972       1.8914411       67.014137
      -13.596251     -0.56891156       1.6067396       103.76067
      -15.653838      0.36324973       1.4595398       96.314199
      -16.016204      0.20847492      0.82872350       107.31310
      -15.766446       1.2816235       1.1349629       78.705918
      -15.173904      0.35063314       1.2352209       91.383561
      -14.983434     -0.70928215       2.1617608       78.636205
      -16.871331       1.6397122       1.0261134       88.549616
      -16.326170      0.87284145       1.0628392       82.492586
      -16.923473       1.8935107      0.92600513       116.06660
      -14.988785     -0.24566806       1.6566935       109.41430
      -15.359063     -0.54415170       1.0875792       102.05204
      -15.775319    -0.016928007       1.9173104       80.914965
      -16.064129       1.2529327       1.3916754       68.957083
      -14.297848     -0.46341582       1.3473485       106.51068
      -15.208649     -0.39479389      0.89442353       117.19425
      -16.217109       1.6042240       1.7006309       68.572284
      -16.389166      0.74040688       1.6465331       85.350868
      -16.395960      0.16816020       1.3645113       79.137746
      -16.017726     -0.46355459       2.0441605       91.099528
      -17.270244     -0.49339318       1.0603447       88.463700
      -14.562934    -0.069009862       1.9321842       79.627646
      -16.567968      0.96863187      0.65494428       106.64751
      -15.623618      0.69125067       1.4449930       87.896758
      -16.956900       1.4022316       1.4299393       59.166172
      -16.362666       1.0069801      0.69202346       121.50995
      -14.851757      0.17384797       1.3655686       85.558906
      -16.130384       1.4203709       1.6858346       47.936933
      -16.330938      0.94892062       1.5365039       59.137564
      -14.096964   0.00025030154       1.6459382       108.91087
      -15.097720       1.0308098       1.4709701       122.16678
      -15.459661    -0.037976810       1.4959377       72.244966
      -15.028087     -0.29520492       1.1339969       85.925840
      -15.959262      0.17142351       1.4785543       79.247376
      -15.575612       1.1676374       1.6281020       69.708766
      -16.212498      0.95495534      0.89971547       85.313893
      -15.518871       1.1961960      0.84799020       124.10816
      -14.762109     -0.30803102       1.6632593       124.39848
      -15.178428      0.95801681       1.6445208       105.62204
      -15.451397      0.50043977       1.2345286       95.407789
      -13.896953      0.65959473       1.6658024       96.677028
      -15.973934      0.74385115      0.74745772       120.21545
      -15.186422       1.5760148       1.0121754       116.73676
      -14.467429     -0.70608440      0.77391844       106.13057
      -14.948808      0.31989506       1.2739026       107.96492
      -15.636810       1.4551022      0.76741599       96.627240
      -16.161338       1.1967254       1.6597225       56.535312
      -13.720210     -0.75975773       1.7478031       77.195963
      -16.182609       1.4170606       1.1025238       128.44122
      -15.098134   -0.0022583969       1.3855016       92.826197
      -15.621286     0.015660964       1.7305507       84.815765
      -14.538293     0.081098209       1.4832900       98.501786
      -15.729270       1.9988224       1.3443394       77.091139
      -16.903550      0.78912755       1.2870141       105.14758
      -15.544121    -0.015603185       1.0586286       111.48496
      -16.061802     -0.12022323      0.81818877       128.83994
      -15.483294     -0.23964857       1.2080897       105.23183
      -17.126358       1.1166610       1.1060829       107.15636
      -13.698963      -1.3812132       1.8226405       102.29050
      -13.025009     -0.82362118       2.2163242       80.179423
      -15.000203     0.069113325      0.89572242       121.08336
      -14.270560     -0.65748541      0.95757473       118.68967
      -15.242062     -0.67876557       1.2578080       106.06592
      -15.042953      0.28858691       1.4202125       110.22602
      -15.396470    -0.093549558       1.6761975       86.329451
      -13.503414     -0.26978075       1.7021614       112.22152
      -15.694293      0.52554618       1.3025354       88.255514
      -16.333754       1.8237836       1.1670978       92.425316
      -15.052264    -0.092325895       1.1191747       126.71821
      -14.030630      0.33179349       1.7306590       84.864530
      -14.267420     -0.95050052       1.5953957       118.69635
      -16.890649      0.63563561       1.0385940       95.890574
      -14.613934      0.94267376       1.4578040       108.80791
      -15.882261      0.91438122       1.4295820       83.693788
      -14.858400      -1.0850824       1.3755559       152.71296
      -15.390455      0.98511507       1.1055191       107.96698
      -16.326672      0.96590494       1.7077798       78.717947
      -16.163546    -0.018282978       1.9015125       89.870974
      -15.980293     -0.11782006       1.7989476       97.162630
      -17.203214      0.73606194       1.6402159       76.315732
      -14.660228     -0.96322945      0.96170964       122.10400
      -14.943824     0.067410331       1.3283322       90.067759
      -16.877525       2.2393162       1.2539435       62.568698
      -14.909677      -1.1859150       1.3909490       111.74446
      -13.993515     -0.18178436       1.7674808       73.521819
      -14.336523      0.68803824       1.2482991       87.061016
      -15.962433      0.75062740       1.2207638       91.355802
      -13.103050     -0.72952944       1.7392549       104.85038
      -13.431777      -1.3360857       1.2092390       129.19604
      -17.016507       1.6506308       1.0251507       81.883830
      -15.392555      0.53404491       1.1418891       128.78201
      -16.657864       1.7164965       1.7514084       71.006591
      -15.960915      0.66127421       1.4839485       114.28508
      -15.473338       1.0313313       1.2797014       90.215836
      -15.739603       2.2043364      0.84605284       77.239915
      -17.053055       1.2951801       1.5428648       98.679904
      -13.391947      -1.5113830       1.9952608       101.61414
      -16.409514       1.3708314       1.1676339       93.003307
      -16.334215       2.0385748       1.0761023       72.986377
      -15.707932      0.56331856       1.3572641       87.144399
      -15.876223      0.66775046       1.9664656       45.705468
      -14.685503     -0.25203020       1.4291281       127.03761
      -15.323738     -0.40978612       1.1812006       114.51504
      -14.630318      0.50859326       1.7065836       87.993139
      -16.856308       1.2869046       1.4584905       49.278066
      -14.667393      -1.3819440       1.2948657       92.646953
      -15.639423     0.090324735       1.5230463       94.398307
      -14.838631     -0.33815136      0.88968561       100.73257
      -16.659974       1.8441301      0.92887715       92.325284
      -15.386136      0.29897896       1.5577187       70.721818
      -16.372215      0.96802322       1.8135600       76.640164
      -15.023594     -0.14688113       1.3740142       92.760592
      -14.727667     -0.61055687       1.3886197       99.828424
      -14.198871     -0.92325414       1.2317464       92.796221
      -16.273400      0.44783971       1.6726155       90.279889
      -14.986590     -0.27704872       1.3525510       109.65205
      -15.972977      0.61232532      0.80417000       119.25481
      -15.265903      0.44995472       1.5081079       81.461269
      -17.141594       1.2586024       1.6433754       65.564611
      -16.449409       1.6448645      0.83275320       127.21405
      -14.806541      0.22853446       1.8255926       89.710178
      -15.530082     -0.34970326       1.6889737       73.431576
      -14.672695      0.24731223       1.1748569       101.98325
      -15.431148       1.0582766       1.3361138       109.77116
      -16.581072       2.4862430      0.70880841       99.659015
      -16.344607      0.79578077       1.6038714       81.489927
      -17.912384       1.4569143       1.3850479       81.385534
      -14.653983     -0.66169177       1.2802742       110.94416
      -14.996013      0.73651632       1.2551592       130.66269
      -15.311354      0.55063373       1.5349246       68.207754
      -15.423519       1.0507145       2.0941337       44.982081
      -13.840874      -1.4233239       2.0424535       87.670946
      -14.060392     -0.53597185       1.2215233       124.45652
      -14.867745      0.15970278       1.3584484       87.131464
      -14.321397      -1.3847838       1.3807749       74.022427
      -15.740602      0.80635018       1.6127012       79.916255
      -15.946649       2.2997373       1.2638268       69.104519
      -15.992278       1.0824494       1.1898732       93.771754
      -14.854916     -0.90591040       1.2240617       115.08745
      -15.369818      0.63727463       1.5382695       92.805866
      -14.749674     -0.30763772       1.5925444       98.814478
      -14.548793      0.21041838       1.5823267       55.970819
      -17.195525       1.8466538       1.5299326       69.207062
      -15.606937     0.048873236       1.0793244       101.89329
      -13.720761      -1.0316381       2.0154429       108.70927
      -17.296767       2.4042166       1.0360124       83.109530
      -16.672574       1.9722508       1.6852817       48.602925
      -14.447897      -1.7885875       1.7433028       99.109735
      -14.528192      -1.2413893       1.8085664       99.765245
      -14.464141     -0.71244831       1.3877931       114.07142
      -15.278423     -0.67327810       1.0678091       117.38116
      -14.145779      -2.2758939       1.9394913       69.462153
      -15.710335      0.85332231       1.3465500       107.64652
      -14.555814      0.31735111       1.5557084       132.50577
      -15.431065       1.5585952      0.85443313       104.09270
      -16.119770       1.2837808       1.3402324       98.218796
      -14.942444      0.69708141       1.6519201       80.221266
      -15.543232       1.1114665       1.9279568       64.866319
      -15.714380      0.47579239       1.4954295       85.352704
      -16.230659       2.3809514       1.2732934       74.450341
      -16.665794       1.0384155       1.1121136       99.858043
      -15.499918     0.013279986       1.6697952       64.435172
      -14.808109     -0.29426518       2.0186895       73.370342
      -15.208968     -0.14471241       1.9820113       70.446732
      -14.681655       1.1496717       2.0215452       64.448539
      -14.333603      0.79896631       1.3430480       105.05385
      -15.030305     -0.68077278       1.7941349       76.923742
      -14.455692      -1.3412888       1.3265673       111.26230
      -15.947779       1.2500882      0.77820484       83.076259
      -16.674361       1.1082010       1.5008754       83.446914
      -14.832082      0.68724786       1.6427475       95.304491
      -15.858198      0.46688002       1.1597943       110.46622
      -14.194861      0.31254406       1.1398221       105.25469
      -16.656609       1.5060456       1.3164389       73.962461
      -15.708932     -0.72337691       2.1134973       46.620118
      -14.766365     0.019126733       1.2774495       75.940718
      -15.683472      0.88323028       1.4143985       84.793999
      -15.668663     -0.81689753      0.77325078       126.38938
      -16.307269       1.9127357       1.2364226       70.564798
      -16.508876       1.2533588       1.0213361       90.501240
      -15.177464     -0.47591711       1.4537743       124.24904
      -15.939467      0.86593668       1.1483456       92.831685
      -15.923799      -1.4529789       1.4547196       92.512748
      -15.362241       1.1497982       1.1105069       117.72522
      -16.221281       1.9373262       1.3765471       91.970130
      -14.765125    -0.031088259       1.1588769       112.11781
      -14.611486     -0.21205135       1.2206634       124.69497
      -13.442038      -1.0570562       1.5319060       91.444764
      -14.952375     -0.58324673       1.4153784       99.860790
      -16.755610       1.8299909       1.8347463       91.293789
      -15.316778      0.74638836       1.1637706       90.580951
      -16.198427      0.79450345       1.3721853       81.435501
      -16.267375      0.39125057       1.3488387       86.183607
      -14.886813      0.41422466      0.81505030       103.03990
      -15.986838      0.72349900       1.4289770       106.12021
      -15.974031      0.40482240       1.0851176       124.47092
      -16.686286       2.9915284      0.67694368       92.362003
      -16.292001       1.7256405       1.1792925       94.024521
      -15.545292      0.75678454       1.1839264       81.775470
      -15.990562       1.4705091       1.4123910       106.28475
      -13.911139      -1.6271888       1.1688671       103.19914
      -16.015420      0.71437608       1.5027242       89.204332
      -14.070226     -0.88683655       1.9788890       77.495359
      -16.257330     -0.34801932       1.1879101       93.859846
      -16.523279      0.53361505       1.2224726       113.07490
      -15.934703      0.37208711       1.4143764       97.743875
      -14.718091      0.94082342       1.8175472       75.644261
      -15.955962      0.72819468       1.0923723       76.464962
      -14.368582      0.83042818       1.3310926       117.44725
      -15.820822    -0.024508324       1.6151782       80.717723
      -15.594699     -0.52320463       1.5504867       110.14800
      -15.407296     -0.67569582      0.90797313       94.210136
      -14.824372      -1.5769033       1.3734655       116.00030
      -15.164696      0.83749388       1.6330706       75.446728
      -14.605848     0.036115471       1.2195231       139.28917
      -15.095362      0.61382728       1.5812369       92.984877
      -13.691853      -1.2568680       1.3602462       107.82959
      -13.834055     -0.97917433       1.1491778       127.53991
      -16.057165       1.6944847      0.94785445       103.78916
      -14.482185    -0.024791751      0.76068249       112.85920
      -15.068475       1.4281517       1.9486042       40.987562
      -17.369048       1.5329827       1.1702615       80.739215
      -16.598709       2.5494559      0.74458493       97.557303
      -16.773908       2.3820081       1.5584937       65.056150
      -15.887936       1.0602951       1.0578519       110.10627
      -13.377667      -2.0392678       1.6554347       102.66056
      -16.487983       1.6853660       1.4116977       83.413406
      -14.555230    -0.080360048      0.99409770       127.33482
      -15.977848      0.72600869       1.3628969       93.866423
      -16.953444       1.5943148      0.72881814       126.60000
      -14.461071       1.8763588       1.3754456       69.014364
      -15.489353      0.16874033       1.1019161       100.75945
      -14.744453      0.19553907       1.4935231       93.614917
      -14.735846       1.0152452       1.0097198       129.30221
      -15.894513       1.1075512       1.1896653       87.337104
      -15.148643     -0.40578425       1.3373713       78.810030
      -14.284155      0.92427377      0.99501613       130.99951
      -15.967549    -0.011810608      0.97311560       112.12138
      -16.974740       1.2925499       1.2304751       84.646659
      -14.400087     0.037056679       1.2262005       113.59617
      -15.431175      0.36713245       1.5567522       96.601779
      -16.891811      0.54973624       1.3563121       93.792573
      -15.477040     -0.20203934       1.6392931       100.50124
      -16.088510       1.7210897       1.1218523       104.95003
      -15.464544      -1.1199478       1.1167408       98.967717
      -13.789760      -1.1321296       1.7410720       97.605615
      -15.709129     -0.17788664       1.2986055       83.283294
      -16.380038     0.064893446      0.96890978       110.25695
      -17.246036       1.4261597       1.2627026       78.295854
      -15.974983      0.17828806       1.2740998       94.075244
      -15.150354      0.54030048       1.4371191       103.70875
      -16.766325       2.1279429       1.1403624       90.269706
      -15.339998     -0.59340583       1.2025983       108.98624
      -14.653925       1.3849402       1.6513948       81.976249
      -16.066987      0.37042126       1.5398424       88.230803
      -13.123762     -0.23765611       1.6737914       89.925900
      -15.988700      0.49129920       1.4077485       92.548732
      -15.121116      0.89744510       1.6908683       91.310574
      -14.713398      0.79577329       1.2307837       113.69500
      -15.448475    -0.092860029       1.2356933       115.79096
      -15.806226     -0.26061489       1.9688495       78.985202
      -13.791550     -0.80886817       1.9840748       73.287339
      -15.879905       1.2632695       1.2876047       94.257541
      -15.317396       1.3470114       1.2946660       102.71095
      -15.224591     -0.22329391       1.2170970       89.690855
      -16.908500     -0.15998514       1.2846587       59.666488
      -13.401119      -1.0155191       2.0170406       92.641678
      -16.353242      0.84747310      0.93407742       122.36037
      -15.649368      0.41527427       1.3311070       96.122469
      -15.179901      0.15758135       1.3571091       88.667858
      -16.756740       1.3928309       1.0324501       84.372417
      -15.837447       1.8591769       1.5383598       73.935296
      -15.313187       1.2203016       1.2962253       73.401737
      -14.406557     0.018790834      0.88208180       107.04264
      -13.114748      -1.7210431       1.8430953       130.49021
      -15.046257     -0.23717573       1.5027775       74.154287
      -16.017836     -0.11141795      0.94517992       90.064911
      -15.371934     -0.18143754       1.0987410       92.258441
      -16.324034     -0.29757384       1.2167446       115.63829
      -15.875734       1.2644695       1.8329247       73.558492
      -14.825317      0.38822380       1.2371855       115.34208
      -14.520540      0.59051122       1.1208085       80.003608
      -13.864893      -1.4843645       1.3545314       123.13542
      -16.829626      0.70958542       1.2041521       86.515522
      -15.354751      -1.1741881       1.2137582       103.30137
      -15.819167      0.35291985       1.4439723       95.469168
      -16.465512      0.47857823       1.0462181       79.591610
      -14.834896       1.0629758       1.9098031       45.693891
      -14.487881      0.29528773       1.7547913       111.15957
      -15.581276      0.69158157       1.3692953       111.67998
      -14.569626      0.33345959       1.5431762       98.352350
      -15.344030      0.16459606       1.2287276       106.37800
      -15.124642     -0.37902279       1.3045848       76.361094
      -15.479533     -0.23651538       1.5523475       79.978648
      -14.488268      -1.2454519       1.4421174       92.768822
      -14.884181     -0.39620939       1.7579291       84.847903
      -14.467576     -0.61471476       1.6392144       98.183921
      -16.094029      0.43161090       1.3822016       66.282648
      -15.151396     -0.81667300      0.99538985       143.97267
      -13.878143      0.55528954       1.7288613       74.096451
      -14.377123     -0.70711870       1.3106324       88.411402
      -16.142331       2.3904734       1.0266725       91.249472
      -15.901781      0.72239266       1.2158350       111.24147
      -14.942907     -0.74259232       1.0163030       98.463370
      -15.066331      0.38050435       1.3457716       110.10065
      -14.279449     -0.71926059       1.6955119       81.356355
      -14.758707      0.18240519       1.4599034       60.382915
      -16.777808      0.53596824       1.5872983       78.187998
      -15.553669      -1.0540130       1.2941187       122.42643
      -13.496927     -0.81284220       1.4521916       113.05095
      -15.088444      0.19716058       1.7612532       83.993362
      -15.414954     -0.16638613       1.7855354       77.896031
      -15.257719     -0.98985428       1.2987729       79.846956
      -15.417272      0.67219137       1.2183371       109.83180
      -15.712712      0.93195644       1.6678632       66.103256
      -16.601282       1.6427299       1.2898011       91.808756
      -16.305216      0.80240502       1.0652963       84.468364
      -14.968335     -0.29778735       1.3869788       104.21331
      -14.638629     -0.63177997       1.7875848       102.76761
      -17.180904       2.7805150      0.88338978       85.611135
      -13.562039     -0.26002038       1.4283102       89.555825
      -16.554854      0.97283759       1.6681059       88.101188
      -15.667204       1.7698642       1.5649548       89.510325
      -15.958992       1.8631259       1.0674358       98.566688
      -15.005842     -0.20393721       1.6137741       80.032083
      -16.517084       1.4345161       1.0882614       109.31811
      -15.489886       1.1837323       1.2031371       101.26721
      -14.829104      0.58453287       1.7187560       60.272452
      -14.947522      0.62495437       1.0261211       124.15362
      -17.975822       2.2155273       1.1858253       76.390803
      -15.856715     -0.87637869       1.1207419       132.81009
      -14.585985     0.095942836       1.7258147       64.077835
      -15.248441      0.96160331       1.5768329       98.787920
      -15.304533     0.049749418       1.6631143       81.667393
      -14.647908    -0.029274343       1.8817702       80.243448
      -15.375549    -0.058663998       1.4497955       88.460335
      -13.509838     -0.21281012       1.3929869       106.48841
      -16.140554      0.74965345       1.1100193       105.85180
      -15.083170     -0.30442228       1.4334690       116.30429
      -15.907066       1.1735692      0.88761885       109.00275
      -16.084906      0.78521478       1.5534046       64.170399
      -15.691670      0.14150639       1.2231984       105.62822
      -17.507282      0.85726148      0.88926613       105.44300
      -15.616878       1.9293219       1.0890801       98.136176
      -16.398056      0.77133849      0.73170198       109.78344
      -14.537971      0.35568345       1.6634725       74.204587
      -14.191980       1.3916749       1.5709983       89.491256
      -13.862368    -0.082958795       1.2323206       104.84784
      -15.604562      0.62198045       1.4511463       108.20597
      -13.971250     -0.30353981       1.1152146       120.93621
      -15.419784       1.3563915      0.81462651       111.45450
      -15.854252       1.5391450       1.0207275       107.38533
      -16.715514       1.7711145       1.4145293       73.513985
      -16.214550       2.0458282       1.1204552       94.388215
      -15.333967     -0.17550418      0.89881889       120.12334
      -15.472284       1.3007060       2.0099193       78.231642
      -14.339222     -0.62585138       1.5459333       75.643544
      -15.501509      0.32989352       1.9386500       70.293068
      -14.558951       1.0419366      0.95341470       127.99346
      -14.475140      -1.3817902       1.2447588       117.69212
      -15.855640       1.6439596       1.3947172       76.663064
      -15.943077     0.046067187       1.1408894       107.20238
      -16.365498      0.55107119       1.3693249       79.960416
      -15.552469      0.25813671       1.6131323       67.331865
      -13.521225     -0.57390625       1.3262343       128.94307
      -14.192081     -0.19161818       1.2392909       144.37762
      -17.000551       2.1041572      0.98491671       88.162760
      -15.412079       1.4115435       1.9752507       78.899348
      -14.731096      0.64433426      0.90060245       103.19418
      -16.232108       1.1966921       1.5177307       84.290409
      -15.893620       1.2185781       1.1006010       98.652297
      -15.065144      -1.1565583       1.4510808       86.871841
      -16.659968      0.31833539       1.0410637       81.597229
      -15.365014       1.0467459       1.7144980       81.127804
      -14.318507      0.37095192       1.6514821       97.573103
      -14.937871     -0.37154902       1.2170792       97.330780
      -16.043126      0.65403229       1.3496459       105.39815
      -15.746732       1.0223984      0.91189095       99.145605
      -15.068705      -1.0621355       1.8135611       76.208817
      -14.638804       1.2209117       1.0091882       102.29317
      -15.060332     -0.74282773       1.5118298       98.367141
      -12.687847     -0.89998689       1.8123980       92.142604
      -16.994587       1.3800407       1.2715514       70.645225
      -14.818695     -0.80285534      0.95434061       145.25213
      -14.849086      0.94393249       1.7538360       78.314727
      -14.932205     -0.13467998       1.6533357       77.841094
      -16.862230       2.0019831       1.0375618       76.169904
      -15.430450      -1.4934412       1.5095402       139.42626
      -14.104071     -0.36214544      0.95182915       115.92794
      -15.534181    -0.080150731       1.4088592       106.64845
      -15.126713     0.046761417       1.3223417       106.60901
      -17.053876       2.9357658       1.0105726       68.474681
      -15.303732    -0.085022436       1.2542235       120.01230
      -15.261447      0.73156956       1.5993245       69.623997
      -16.163599       1.2842354       1.1085831       88.233442
      -13.726097     -0.58788624       1.6380314       110.74771
      -15.729913      0.54143230       1.3436902       113.16993
      -15.111064      0.18363429       1.7808016       110.89119
      -17.512811       2.3765927      0.83575865       109.36723
      -14.714459      -1.2884633       1.2589291       103.11810
      -16.863755      0.69568856      0.44126825       123.81157
      -13.275057      -1.1043705       1.4126941       112.36559
      -15.119687      0.36811479       1.5218560       118.08152
      -14.317055       1.5635560       1.4953557       124.01332
      -15.317725     -0.32227855       1.2096993       75.372463
      -15.045693     0.086834177      0.88779843       122.00989
      -15.192828      0.89518564       1.5375526       101.66648
      -14.854376     -0.57652660       1.4283396       103.18648
      -14.341900      0.14394020       1.2317275       113.72933
      -16.445427      0.70040507       1.7717617       67.511942
      -16.808384      0.72260945       1.0089911       68.622878
      -14.806822     -0.68656421       1.5353579       102.96781
      -15.442627      0.37836690       1.6620277       91.847868
      -14.224827     -0.62830483       1.7098586       83.679188
      -14.958599      0.68571859       1.4792118       62.256443
      -15.525495       1.3541043       1.0766265       111.93085
      -17.643566       2.3567753       1.0921649       81.940492
      -16.465550       1.1040106      0.94396918       86.210305
      -15.467548       1.4140478       1.4446659       102.61240
      -16.487608       1.4903246       1.2391480       88.968174
      -14.630642     -0.10858756       1.7355319       105.65606
      -16.680618     -0.62104145       1.8545711       84.776335
      -14.313195     -0.32648326       1.4202662       99.423072
      -14.667192     0.021829696       1.1810427       109.16885
      -15.341678       1.2621346       1.0064556       98.183830
      -15.843658       1.0333931       1.5594763       72.432281
      -16.212292       1.6496838       1.0429817       100.14615
      -16.088547      0.76247943      0.93869746       127.33306
      -16.673529       1.7616054      0.58626750       137.67624
      -14.677227      -1.4214225       1.0956655       141.41610
      -14.562217    0.0036905232       1.3753038       92.556485
      -17.120407       1.9093278      0.90413663       84.620226
      -12.633939      -1.1304665       1.7355275       132.86983
      -16.447395      0.95764152      0.71765716       116.85901
      -15.320867      0.48291782       1.8184370       79.025856
      -16.982361      0.95154993       1.0663618       78.577102
      -15.385657      0.15498889       1.0248889       124.83905
      -15.404154     -0.97195284       1.0805809       119.06641
      -15.798152      0.74334393       1.6834272       74.275102
      -15.772370      0.90502453       1.8560774       83.604869
      -16.763543       2.2520999       1.9295508       57.185083
      -16.522094       1.8709836       1.4232597       80.610300
      -16.444724      0.52399357       1.2282718       104.75063
      -15.120655      0.38079738       1.5011069       101.87970
      -15.845459       1.8277440       1.6400682       76.298427
      -15.321342      -1.0866490       1.5242571       90.446395
      -15.646485       1.2631223       1.5683349       73.638066
      -14.069404     -0.72065813       1.6221855       82.144754
      -15.416121      0.19123643       1.0532224       97.695815
      -16.180638       1.6324674      0.78878319       119.75511
      -15.814304      0.97664809       1.5324481       68.748232
      -14.553931     -0.79696542       1.5849384       97.765781
      -12.979878      -1.3100158       1.5448063       112.83856
      -16.099536      0.76666308       1.4901806       95.834060
      -16.937459       1.5736255      0.94209212       81.797613
      -14.923154       1.1257790       1.3796077       83.378456
      -14.661197       1.3800394       1.5488802       107.40453
      -16.106632    -0.078871738       1.3446586       79.562119
      -15.023533      0.68346093       1.2837858       108.45288
      -14.318178       1.0278060       1.1450288       99.960879
      -16.128139       1.6234966      0.77223672       108.36313
      -15.393569      0.78691023       1.1474017       123.03336
      -16.227016      0.89235487       1.4992827       97.291186
      -15.930311       1.0735040       1.0772696       100.03954
      -15.619902      0.26576047       1.2350270       100.59978
      -15.192584      0.58742810       1.3248512       123.55752
      -15.814856       1.2635421       1.0186696       100.45774
      -15.768879       1.0833644       1.2856374       106.35654
      -16.039519       1.2856920      0.90725973       97.656998
      -14.165968      -1.0121389       1.8426406       110.08562
      -15.266516      0.28072328       1.3775432       88.402074
      -14.685598     -0.20225614       1.5279671       74.415640
      -16.442257    -0.072551005       1.4243308       92.702492
      -16.771011    -0.042448285       1.4227281       106.06171
      -15.332114      0.77847158       1.1883390       99.255043
      -14.129389     -0.52820506       1.4825260       105.71187
      -14.400766      -1.0889269      0.97095869       111.72222
      -15.098593      0.79667691       1.2188255       81.567969
      -13.397506      -1.3579231       1.6999843       99.427582
      -14.845663       1.1419647       1.5793452       84.699149
      -14.975290     -0.14284919       1.2701213       120.54804
      -16.750807      0.56499213      0.92633167       123.29287
      -15.464976       1.1816837      0.89931696       117.66814
      -14.727345     0.014514880       1.3313481       126.06520
      -13.969359      -1.4139374       2.0320543       59.569067
      -14.520984      -1.3112117       1.6118361       110.83975
      -14.996699      0.94373332       1.5774816       91.319460
      -14.247741     -0.57983828       1.2409275       112.56160
      -15.727411     0.069757537       1.1473958       121.37224
      -16.274120      0.86097291       1.5146753       86.187929
      -14.502208     0.028626208       1.2453275       112.56267
      -15.751348     -0.33898242       1.1470485       108.91749
      -16.324973       1.6538479       1.4713594       75.473812
      -15.644749      0.75324062       1.8327246       78.939279
      -15.190571       1.4551010       1.2985521       91.191987
      -15.457736       2.6354708      0.75945470       96.439971
      -15.723062      0.34504293       1.2010613       126.96166
      -15.804241      0.63130938       1.5241315       78.711573
      -15.183279      0.48678130       1.2941223       97.466509
      -15.096747      0.92222078       1.4232839       99.535005
      -15.234057      0.31671307       1.6567071       113.86181
      -13.852222     -0.66901199       1.7448851       97.458399
      -15.782860     -0.22444854       1.5630084       98.240502
      -15.634081     -0.17976266       1.3347684       78.649816
      -15.631344      0.29787705       1.2170861       84.588626
      -16.427932       1.3014118       1.4046848       85.154984
      -16.831561      0.95322573       1.0737711       116.73491
      -13.641922     -0.57554011      0.96175798       131.17992
      -15.876864     -0.21792592       1.4742813       92.306869
      -15.710330      -1.5128147       1.1121190       117.68435
      -15.875917      0.13844101       1.0274737       97.358296
      -14.700953      0.90835496      0.85145351       110.18941
      -14.765922      -1.5350147       1.7431506       92.354977
      -16.592716       1.7211938       1.3957756       83.936132
      -14.944557     -0.94181232      0.70983016       125.61070
      -15.547589       1.2799240      0.62207039       89.896720
      -16.105935      0.62014004       1.0863895       96.987385
      -14.880632      0.25039568      0.72808047       121.41357
      -13.140534      -1.0887860       1.6549645       80.791341
      -15.052737      -2.3509914       1.0423599       143.40456
      -15.542710      0.97251598       1.5539284       60.204191
      -14.352225      -1.3753513       1.6711961       94.963240
      -16.661688      0.59985705       1.4675962       84.406790
      -16.068856       2.5954126       1.3781916       96.678813
      -15.342078       1.0125482       1.6434617       74.226831
      -15.784308       1.7770919       1.5868741       89.890018
      -14.755951     -0.71024222       1.1050358       97.354243
      -16.409178       1.9639763       1.1125765       74.052571
      -13.366639      -1.3405091       1.3671848       124.92356
      -15.263195     -0.10732070       1.6492407       103.06420
      -15.661099       1.4027945       1.3139728       78.591959
      -16.378634      0.63089339       1.5187715       74.943228
      -15.023989       1.0871809       1.0009087       93.015229
      -15.439324     -0.54532658      0.64905350       111.07644
      -15.956171     -0.49397562       1.3346627       116.74106
      -14.776001      -1.2668525       1.5093060       122.11791
      -15.343203      0.54971255       1.2168450       101.41217
      -14.399631       1.2520293      0.96341470       107.20164
      -14.835738     -0.19098324      0.93355212       125.69882
      -14.366551     -0.92900085      0.74722079       140.46529
      -13.560226     -0.90842198       1.3538357       110.71647
      -16.243023      0.30261587       1.4518522       98.540340
      -15.238129      0.30902333       1.3478594       75.844736
      -15.319097       1.6236089      0.92511721       77.902337
      -15.479313      0.92377679       1.4444606       102.78123
      -15.445739      0.53182424       1.5409629       88.531178
      -16.700544      0.66054813      0.93204549       93.941954
      -16.386306       1.3972250       1.4323113       72.316266
      -16.222733      0.78185963       1.6099625       73.098450
      -14.791881     0.037367040       1.7111911       84.965062
      -16.973888       2.4304937       1.0334739       87.165031
      -15.119807      0.14110092       1.5759214       92.365145
      -15.898337       1.9018376       1.5616036       69.897717
      -14.572338     0.018177508       1.0040880       118.50971
      -15.651682       1.1499191      0.84877059       108.66855
      -14.210103      -1.2387012       1.3394989       117.09919
      -14.809227     -0.76126459       1.6036118       121.31482
      -17.701089     -0.50309611       1.2949219       109.74166
      -15.093777     -0.20817257       1.3800511       120.55064
      -14.592127      0.72894822       1.2166583       109.66284
      -14.561157      -1.5142879      0.62814463       140.45067
      -15.573365      0.43477838       1.2047707       112.73783
      -15.313254      -1.2367618       1.0302137       108.24685
      -15.691129      0.13661635       1.4380451       120.29354
      -15.667002       1.1530964       1.5859859       104.83399
      -14.619024      0.52234944       1.8030698       67.944568
